activiteitnaam;activiteit_postcode;hotelid;percentage_korting
Sint-Carolus Borromeuskerk;2000;251038;10
Strandrolstoel en tandems;8670;224847;10
Strandrolstoel en tandems;8670;223202;10
Bistro Tearoom De Kippe;8650;222080;10
Abdijmuseum Ten Duinen ;8670;229629;10
Huisbrouwerij De Halve Maan;8000;211558;10
APB Provinciaal Recreatiedomein Zilvermeer;2400;219025;10
Tearoom Aan Zee;8660;224209;10
Sint-Carolus Borromeuskerk;2000;298528;10
Dienst Toerisme Veurne;8630;221893;10
Kantcentrum;8000;211569;10
Brasserie Stadspark;2300;219513;10
Belgische Militaire Begraafplaats Adinkerke;8660;220509;10
Spoorfietsen;2950;219303;10
Bistro Vaudeville;8400;219729;10
Site Oud Sint-Jan;8000;211565;10
Frietmuseum;8000;211733;10
Museum Dr. Guislain;9000;297658;10
STAM - Stadsmuseum Gent;9000;211835;10
Tearoom Désiré de Lille;2000;211054;10
Belgische Militaire Begraafplaats Adinkerke;8660;221898;10
Stadsbrouwerij De Koninck;2018;211052;10
Wombat bij Corsendonk De Linde;2470;219352;10
Restaurant 	Verdi;8000;211607;10
Recreatiedomein Grasduinen;8450;263795;10
O.L.V. Sint-Pieterskerk;9000;211468;10
Bistro De Markt;8370;228074;10
Novotel Ieper Centrum;8900;379092;10
Restaurant Belvedere;8400;223202;10
S.M.A.K.;9000;211725;10
Sint-Baafskathedraal;9000;210762;10
Restaurant Aazaert;8370;381218;10
Taverne On the Beach (Casino Middelkerke);8430;219729;10
Visit Antwerpen;2000;380418;10
Fort Napoleon;8400;229375;10
Visit Lier;2500;219140;10
De Karper;9870;223218;10
Paul Delvauxmuseum;8670;225392;10
Tearoom Aan Zee;8660;220403;10
Restaurant 	Verdi;8000;211592;10
strandbuggy's;8400;219749;10
Visit Antwerpen - Centraal Station;2018;382870;10
Restaurant Comilfo;8620;220363;10
Huisbrouwerij De Halve Maan;8000;211572;10
Wielingenbad;8420;221781;10
Provinciedomein Raversyde;8400;220740;10
Brasserie Cinq Annoo;8301;228269;10
Restaurant-Taverne Tijdok;8380;263796;10
Domein Kattevennen;3600;226720;10
Hopmuseum;8970;229384;10
Stadsmuseum 't Schippershof;8930;229118;10
Glacier Vincent;8370;225053;10
(elektrische) Strandjutter;8670;221606;10
O.L.V. Sint-Pieterskerk;9000;210762;10
strandbuggy's;8400;220413;10
Bistro Vaudeville;8400;229373;10
Restaurant Bistreau;8450;224847;10
Groeningemuseum;8000;211560;10
Tyne Cot Cemetery & Memorial;8980;225545;10
Bistro Vaudeville;8400;220689;10
Bistro Vaudeville;8400;228715;10
Brouwerij De Kroon;3040;226263;10
Gravensteen;9000;211135;10
Strandjutter;8430;223883;10
Visit Maasmechelen;3630;228860;10
Restaurant Belvedere;8400;229383;10
Rozentuin Coloma;1600;222927;10
Stadhuis Brugge;8000;211609;10
Dienst Toerisme Koksijde-Oostduinkerke;8670;219837;10
Belle Epoque Centrum;8370;227146;10
Stedelijk zwembad;8620;222890;10
Brasserie Marcel;8370;222642;10
Openluchtmuseum Bokrijk;3600;227978;10
Bezoekerscentrum De Lambiek;1652;304044;10
Tearoom M due;8450;229390;10
Grand Café au Lilas Blanc;8301;226125;10
Provinciedomein Raversyde;8400;228128;10
Bistro Moby Dick;8400;229360;10
Brasserie Marcel;8370;228185;10
Provinciaal Domein De Gavers;8530;229118;10
Archeologiemuseum;8000;211559;10
Industriemuseum;9000;211346;10
Cafetaria De Lenspolder (kinderboerderij);8620;229377;10
Restaurant De Kombuis;8380;229382;10
Sint-Pietersabdij;9000;211136;10
Provinciedomein Raversyde;8400;219922;10
Brouwerij Boon;1502;225947;10
Les Zéphyrs;8434;263795;10
Kruidtuin;3000;210831;10
Toerisme Malle;2390;357119;10
Tearoom - Eetcafé De Bretoen;8000;211606;10
Hidrodoe;2200;219140;10
strandbuggy's;8400;324928;10
Tearoom-restaurant Hill 60;8902;227534;10
Restaurant - Tearoom De Markt;8620;382345;10
Restaurant Caroline;8301;223464;10
Grand Café au Lilas Blanc;8301;378812;10
Tearoom Aan Zee;8660;226240;10
Zwembad Ter Polder;8450;221314;10
Provinciaal Domein De Gavers;8530;224552;10
Wielingenbad;8420;222504;10
Sel Gris;8301;225763;10
Toerisme De Haan - Infokantoor Vosseslag;8420;229373;10
Restaurant-Taverne Tijdok;8380;227913;10
Restaurant Brasserie Tearoom Beach;8300;223168;10
Visit Antwerpen;2000;211217;10
Onze-Lieve-Vrouwekathedraal;2000;211108;10
Historium Brugge;8000;211601;10
Wombats lenen bij Dienst Toerisme;2920;219338;10
Site John McCrae - Essex Farm Cemetery;8900;222400;10
Bistro Vaudeville;8400;224209;10
Restaurant Aazaert;8370;225145;10
Tearoom-restaurant Hill 60;8902;221188;10
Sint-Carolus Borromeuskerk;2000;211991;10
Domein Kattevennen;3600;224779;10
Recreatiedomein Grasduinen;8450;223345;10
Brouwerijbezoek De Kroon;3040;221169;10
Stedelijk zwembad;8620;212541;10
Café De Republiek;8000;261644;10
Belfort Foodbar;9000;211401;10
Sealife Center Belgium;8370;229356;10
Hostellerie De Kemmelberg;8956;221955;10
Bistro Moby Dick;8400;220413;10
Paul Delvauxmuseum;8670;220363;10
Begijnhof Brugge;8000;211557;10
Bellewaerde;8902;227273;10
Fietsbelevingscentrum De Velodroom;2850;220976;10
Restaurant Bistreau;8450;228759;10
Café De Republiek;8000;211602;10
Toeristisch infopunt Vilvoorde;1800;221522;10
Sealife Center Belgium;8370;379090;10
Groeningemuseum;8000;211591;10
Toerisme Klein-Brabant - Scheldeland;2880;219903;10
Yorkshire trench en dug-out;8904;225545;10
Foubert – Cremerie & Chocoladebar;9100;226606;10
Hostellerie De Kemmelberg;8956;225008;10
Rolstoelfietsen (Hamont-Achel);3930;221890;10
Strandrolstoel;8370;222890;10
Permekemuseum;8490;220241;10
Sel Gris;8301;228426;10
Guynemer Monument;8920;220415;10
Bezoekersonthaal Kattevennen - Cosmodrome;3600;219939;10
Toerisme Baarle-Hertog-Nassau;2387;302245;10
Onze-Lieve-Vrouwekerk;8000;378826;10
Jenevermuseum;3500;220975;10
Bourgoyen - Ossemeersen;9030;211844;10
Sint-Jan-Baptist-en-Sint-Jan-Evangelistkerk ;2800;261195;10
Restaurant-Taverne Tijdok;8380;224209;10
Brouwerij Gulden Spoor;8560;228614;10
NAVIGO-Nationaal Visserijmuseum;8670;219717;10
Tearoom Riviera;8430;222996;10
Groeningemuseum;8000;211537;10
Sint-Janshospitaal (Memlingmuseum);8000;211580;10
S.M.A.K.;9000;211259;10
Brasserie Carrousel (Hotel Cosmopolite);8620;227906;10
STAM - Stadsmuseum Gent;9000;211342;10
Restaurant-Taverne Tijdok;8380;227993;10
In Flanders Fields Museum;8900;379092;10
Reinaertroute (160 km);9000;261492;10
Taverne Seastar Terminal;8620;224672;10
Toerisme Oostende;8400;227447;10
Rolstoelfietsen (Bocholt);3950;226173;10
Greenhouse Bistro (Radisson Blu Hotel);3500;224639;10
Toerisme Zonnebeke;8980;229617;10
Cafetaria De Lenspolder (kinderboerderij);8620;250914;10
Markt;8000;211607;10
Serpentarium;8370;226271;10
Les Zéphyrs;8434;240756;10
Strandrolstoel;8660;228583;10
Site John McCrae - Essex Farm Cemetery;8900;325282;10
Ravelingen - De Wandelaar;8400;276418;10
Taverne On the Beach (Casino Middelkerke);8430;229394;10
Toeristisch infopunt Vilvoorde;1800;324812;10
Sint-Pietersabdij;9000;211835;10
Dienst Toerisme Koksijde-Oostduinkerke;8670;223890;10
Toerisme Zonnebeke;8980;226363;10
Bistro De Markt;8370;220740;10
Bistro De Markt;8370;224672;10
DvT Koekelare;8680;227273;10
Site Oud Sint-Jan;8000;211573;10
MUSEA MAASEIK;3680;225125;10
Dienst Toerisme Koksijde-Oostduinkerke;8670;221009;10
Frietmuseum;8000;264776;10
Rolstoelfietsen (Bocholt);3950;223612;10
Belgische Militaire Begraafplaats Westvleteren;8640;225977;10
Abdijmuseum Ten Duinen ;8670;240756;10
Begijnhuisje;8000;211580;10
Red Star Line Museum;2000;211039;10
Restaurant Aazaert;8370;227150;10
Tearoom Riviera;8430;228267;10
Restaurant Caroline;8301;228074;10
Toerisme - VVV Balen vzw;2490;211326;10
Arentshuis;8000;211610;10
Abdijmuseum Ten Duinen ;8670;226383;10
Brasserie Carrousel (Hotel Cosmopolite);8620;227447;10
Provinciedomein Raversyde;8400;229554;10
Begijnhof Lier;2500;219245;10
Kasteel Beauvoorde;8630;228605;10
Bistro Tearoom De Kippe;8650;227211;10
Les Zéphyrs;8434;228857;10
Visit Lier;2500;218992;10
Onze-Lieve-Vrouwekathedraal;2000;211965;10
Memorial Museum Passchendaele 1917;8980;229555;10
Japanse Tuin (Hasselt);3500;383181;10
Serpentarium;8370;227993;10
Coxyde Military Cemetery;8670;227288;10
Novotel Leuven Centrum;3000;299061;10
Living Tomorrow;1800;324812;10
Toerisme Middelkerke;8430;224366;10
Wombat bij Corsendonk De Linde;2470;219557;10
Strandjutter;8300;228565;10
Permekemuseum;8490;224749;10
Toerisme Middelkerke;8430;219749;10
Brouwerij Timmermans;1701;226263;10
Maagdenhuismuseum;2000;211993;10
Brasserie Cinq Annoo;8301;229356;10
Duinpanne;8660;223485;10
Recreatiedomein Grasduinen;8450;225056;10
Zwembad Ter Polder;8450;229394;10
Vayamundo De Kinkhoorn & Ravelingen;8400;228820;10
De Karper;9870;212550;10
Taverne Passage (Grand Bazar Antwerp);2000;211114;10
Sint-Pietersabdij;9000;211355;10
Begijnhofmuseum;2300;386609;10
Stokerijbezoek De Molenberg;2830;221688;10
La Belle;2440;219430;10
Restaurant Zeepaardje;8370;228857;10
Gallo-Romeins Museum (GRM);3700;225877;10
Improvisio;3000;210804;10
Herisemmolen;1652;221705;10
Begijnhof Brugge;8000;211551;10
Grand Café au Lilas Blanc;8301;219717;10
Cozmix;8200;211543;10
The Jane;2018;211072;10
Tearoom Désiré de Lille;2000;211116;10
Ossuaire français Veurne;8630;228605;10
Taverne Seastar Terminal;8620;219794;10
Zuivelmuseum;8370;224366;10
Sint-Janshospitaal (Memlingmuseum);8000;211592;10
Kortrijk 1302;8500;224792;10
Sint-Baafskathedraal;9000;211350;10
Volta.;9000;210818;10
Toerisme De Haan - Centrum;8420;228583;10
Abdijmuseum Ten Duinen ;8670;229390;10
Toerisme Riemst;3770;220975;10
Restaurant Comilfo;8620;220930;10
Belgische Militaire Begraafplaats Steenkerke;8630;223692;10
Provinciaal Domein De Gavers;8530;219628;10
Restaurant Brasserie Tearoom Beach;8300;227447;10
AfricaMuseum;3080;222610;10
Toerisme Sint-Katelijne-Waver;2860;219435;10
Sint-Janshospitaal;8000;261644;10
Brasserie Entourage;8400;227937;10
Brasserie Cinq Annoo;8301;229383;10
Restaurant Callecanes;8978;226873;10
Fietsparadijs Limburg;3500;221757;10
Carcasse;8670;221343;10
(elektrische) Strandjutter;8670;250914;10
Restaurant Bistreau;8450;229305;10
Begijnhof Brugge;8000;211567;10
Restaurant Blue Lobster;8380;325233;10
Carcasse;8670;221898;10
De Cellekens;2800;211995;10
Stedelijk zwembad;8620;229385;10
Grand Café au Lilas Blanc;8301;224810;10
Wandelen met alpaca's;9660;229361;10
Restaurant Caroline;8301;227447;10
Toerisme Middelkerke;8430;220930;10
Ravelingen - De Wandelaar;8400;223464;10
Abdijmuseum Ten Duinen ;8670;221410;10
MoMu - Modemuseum Antwerpen;2000;211054;10
Openluchtmuseum Bokrijk;3600;226720;10
Provinciaal Groendomein Prinsenpark;2470;219285;10
Restaurant De Mirage;8660;219719;10
Heemkundig Museum Turkeyenhof;8450;229474;10
Cafetaria De Lenspolder (kinderboerderij);8620;229474;10
De bibliotheektoren van Leuven;3000;211325;10
Grand Café au Lilas Blanc;8301;225763;10
Zwembad Ter Polder;8450;222232;10
Fort Napoleon;8400;219973;10
Toerisme Sint-Katelijne-Waver;2860;219587;10
Tyne Cot Cemetery & Memorial;8980;385202;10
Restaurant Venitien;8370;385266;10
Kasteel Wijnendale;8820;357504;10
Tearoom Désiré de Lille;2000;211039;10
Carcasse;8670;223168;10
Markt;8000;211560;10
Tearoom Riviera;8430;220694;10
Bezoekerscentrum De Lieteberg;3690;219930;10
Kasteel Beauvoorde;8630;224801;10
Brasserie Cinq Annoo;8301;324928;10
De Wereld van Kina: het Huis;9000;210817;10
Tearoom M due;8450;221195;10
Onze-Lieve-Vrouwekerk;8000;211584;10
Gallo-Romeins Museum (GRM);3700;224639;10
Sint-Carolus Borromeuskerk;2000;211667;10
Restaurant - Tearoom De Markt;8620;220429;10
Restaurant Brasserie Tearoom Beach;8300;228185;10
Toerisme Wuustwezel;2990;219185;10
Maagdenhuismuseum;2000;211991;10
Gruuthusemuseum;8000;211579;10
Glacier Vincent;8370;223963;10
Hidrodoe;2200;219163;10
Duinpanne;8660;345862;10
Recreatiedomein Grasduinen;8450;224847;10
Duinpanne;8660;226125;10
Arboretum Kalmthout EVAp vzw;2920;386609;10
Strandrolstoel en tandems;8670;222117;10
Bistro Tearoom De Kippe;8650;227411;10
Bruges Beer Museum;8000;211551;10
Restaurant Brasserie Tearoom Beach;8300;382345;10
Loopgravensite Bayernwald;8950;223152;10
Grand Café au Lilas Blanc;8301;219719;10
Bistro Tearoom De Kippe;8650;379092;10
The Jane;2018;211052;10
Zwembad- en saunacomplex Sport Vlaanderen;8370;221343;10
Restaurant Bistreau;8450;220385;10
Ravelingen - Den Ensor;8400;225392;10
Kantcentrum;8000;211554;10
Stadhuis Gent;9000;211468;10
Brouwerij Rodenbach;8800;222044;10
Belgische Militaire Begraafplaats Adinkerke;8660;228679;10
Belgische Militaire Begraafplaats Steenkerke;8630;227211;10
Lamotsite + Vismarkt;2800;211319;10
Snijders&Rockoxhuis;2000;211318;10
Restaurant De Wintertuin (Kasteel Wurfeld);3680;228484;10
Bistro Vaudeville;8400;229380;10
Graslei & Korenlei;9000;211847;10
Paul Delvauxmuseum;8670;221009;10
Bezoekerscentrum De Lieteberg;3690;229397;10
Briljante Kempen;2560;211057;10
De Vroente, Vlaams Kennis- en Vormingscentrum voor Natuur en Milieu;2920;219245;10
Zwin Natuur Park;8300;222952;10
Tearoom Désiré de Lille;2000;211413;10
Brouwerij Boon;1502;219668;10
Toerisme Malle;2390;218978;10
Tearoom Aan Zee;8660;226669;10
Taverne On the Beach (Casino Middelkerke);8430;227633;10
Strandbuggy en -rolstoel;8400;222117;10
Serpentarium;8370;229360;10
Coxyde Military Cemetery;8670;225718;10
Reinaertroute (160 km);9000;211725;10
Sint-Janskerk;8970;219847;10
Strandjutter;8300;225295;10
Modemuseum Hasselt;3500;220329;10
Bezoekerscentrum Doornpanne;8670;220969;10
Belfort Foodbar;9000;211143;10
Toerisme Brugge (Zeedijk);8380;211676;10
ZOO Planckendael;2812;211995;10
Toerisme De Haan - Centrum;8420;228421;10
Brasserie Carrousel (Hotel Cosmopolite);8620;220969;10
Taverne Seastar Terminal;8620;324790;10
Restaurant Bistreau;8450;229377;10
Vayamundo De Kinkhoorn & Ravelingen;8400;220589;10
Ravelingen - De Wandelaar;8400;226617;10
Taverne On the Beach (Casino Middelkerke);8430;224724;10
Bakkerijmuseum Walter Plaetinck-Zuidgasthuishoeve;8630;221893;10
Novotel Ieper Centrum;8900;224599;10
Stadhuis Leuven;3000;210783;10
Belgische Militaire Begraafplaats Oeren;8690;226610;10
Stadsmuseum 't Schippershof;8930;220660;10
Brouwerij De Kroon;3040;221906;10
Hostellerie De Kemmelberg;8956;229396;10
Hidrodoe;2200;275165;10
Strandjutter;8300;226357;10
Guynemer Monument;8920;226873;10
Restaurant-Taverne Tijdok;8380;220413;10
Station As;3665;222999;10
Museum aan de IJzer;8600;219847;10
Museum In Flanders Fields (IFF);8900;229555;10
Executieplaats / Dodencellen;8970;325282;10
Vleeshuismuseum;9200;228453;10
Industriemuseum;9000;211454;10
Arboretum Kalmthout EVAp vzw;2920;219245;10
Westfront;8620;229356;10
Site Oud Sint-Jan;8000;211606;10
Toerisme De Haan - Centrum;8420;325233;10
Tearoom Aan Zee;8660;357397;10
Stadhuis Leuven;3000;210785;10
Resto North Sea (North Sea Bowl);8670;228267;10
Duinpanne;8660;219719;10
Sint-Janskerk;8970;229384;10
Tearoom M due;8450;224209;10
VVV Toerisme Essen vzw;2910;219513;10
Provinciedomein Raversyde;8400;263796;10
Belevingscentrum '14 - '18;3150;225947;10
Carcasse;8670;226370;10
Taverne Seastar Terminal;8620;223838;10
Brouwerij Rodenbach;8800;229273;10
Ecocentrum De Goren;2400;219185;10
Strandrolstoel;8370;219717;10
Zoo Antwerpen;2018;314586;10
Toerisme Riemst;3770;223463;10
Spoorfietsen;2950;219555;10
Ravelingen - Den Ensor;8400;228997;10
Café De Republiek;8000;211579;10
Maritiem Themapark Seafront;8380;211579;10
Marktplein Brugge;8000;261644;10
Strandbuggy en -rolstoel;8400;219719;10
Zoethout;3830;302381;10
Bistro Moby Dick;8400;223485;10
Toerisme Baarle-Hertog-Nassau;2387;211475;10
Site Oud Sint-Jan;8000;211551;10
strandbuggy's;8400;222504;10
Toerisme Oostende;8400;229554;10
Zoo Antwerpen;2018;211335;10
Tearoom-restaurant Hill 60;8902;229617;10
HET STADSMUS;3500;220920;10
Toerisme De Haan - Infokantoor Vosseslag;8420;227906;10
Sint-Martinuskerk;9300;222469;10
Toerisme Tongeren;3700;226791;10
Strandrolstoel en tandems;8670;219885;10
Artillery Wood Cemetery;8904;221955;10
Onze-Lieve-Vrouwekathedraal;2000;211105;10
Groentemuseum 't Grom;2860;219513;10
Zwembad- en saunacomplex Sport Vlaanderen;8370;220354;10
Toeristisch infopunt Vilvoorde;1800;225281;10
Restaurant Belvedere;8400;221606;10
Ravelingen - Den Ensor;8400;220740;10
Strandrolstoel en tandems;8670;263796;10
Infokantoor Markt (Historium);8000;211676;10
Brouwerij De Kroon;3040;219668;10
Restaurant Caroline;8301;314734;10
Restaurant Aazaert;8370;228583;10
Bistro De Markt;8370;223085;10
Bike Corner - verhuur tandems en elektrische fietsen;9800;212550;10
Bistro Moby Dick;8400;226383;10
Abdijmuseum Ten Duinen ;8670;223257;10
Domeinbos Heverleebos + Meerdaalwoud;3050;221169;10
Restaurant Zeepaardje;8370;276418;10
Begijnhof Brugge;8000;211665;10
Recreatiedomein Grasduinen;8450;222952;10
Coxyde Military Cemetery;8670;222504;10
Brouwerij Omer Vander Ghinste;8510;229354;10
Huisbrouwerij De Halve Maan;8000;211547;10
Recreatiedomein Grasduinen;8450;225718;10
Toerisme Malle;2390;219217;10
Rolstoelfietsen;8200;211612;10
Sint-Pieterskerk;3000;211327;10
Grand Café au Lilas Blanc;8301;226383;10
Sint-Salvatorskathedraal;8000;211665;10
Heemkundig Museum Turkeyenhof;8450;228267;10
Zwin Natuur Park;8300;226937;10
Onze-Lieve-Vrouwekathedraal;2000;211699;10
Belle Epoque Centrum;8370;224724;10
Taverne Passage (Grand Bazar Antwerp);2000;211039;10
Brasserie Cinq Annoo;8301;229373;10
Abdijmuseum Ten Duinen ;8670;378812;10
Carcasse;8670;224847;10
Sealife Center Belgium;8370;220509;10
Charles Dresse Monument;8920;226363;10
Sint-Alexiusbegijnhof;9200;229638;10
Restaurant Brasserie Tearoom Beach;8300;221606;10
Toerisme De Panne;8660;229463;10
Sel Gris;8301;228778;10
(elektrische) Strandjutter;8670;227937;10
Hidrodoe;2200;219426;10
Toerisme Knokke-Heist;8300;229385;10
Groeningemuseum;8000;211593;10
Provinciedomein Raversyde;8400;224724;10
Sint-Salvatorskathedraal;8000;211572;10
Westfront;8620;230285;10
Grand Café au Lilas Blanc;8301;227150;10
Rubenshuis;2000;210832;10
Memling Taverne;3000;211327;10
Strandjutter;8430;229305;10
Wielingenbad;8420;221596;10
Bruges Beer Museum;8000;211603;10
Koetsen Verdonckt;9681;302008;10
Amu;2300;218992;10
Pakawi Park;2491;219288;10
Begijnhof Brugge;8000;211610;10
Kemmelberg - Monument aux Soldats Français (Den Engel);8950;219920;10
Taverne Seastar Terminal;8620;222117;10
Basiliek van het Heilig Bloed;8000;211607;10
Eet-praatcafé De Smidse;8430;250914;10
Ecocentrum De Goren;2400;219599;10
(elektrische) Strandjutter;8670;227206;10
Tearoom Riviera;8430;227135;10
Zoo Antwerpen;2018;211862;10
Bistro Vaudeville;8400;221596;10
Infopunt Visit Blankenberge;8370;223345;10
Zwembad Ter Polder;8450;222952;10
Begijnhofmuseum;2300;211326;10
De Kwizien;3500;229469;10
(elektrische) Strandjutter;8670;229373;10
Restaurant - Tearoom De Markt;8620;219794;10
Restaurant Venitien;8370;220365;10
Jenevermuseum;3500;277006;10
Ravelingen - Den Ensor;8400;230285;10
Novotel Ieper Centrum;8900;227534;10
Duinpanne;8660;219973;10
Entomopolis;3690;220936;10
Zwembad Hoge Blekker;8670;221314;10
Begijnhof Brugge;8000;211575;10
Bezoekerscentrum Doornpanne;8670;221939;10
Hidrodoe;2200;219245;10
Taverne Seastar Terminal;8620;219749;10
Nationaal Tabaksmuseum;8940;222655;10
Belgische Militaire Begraafplaats Steenkerke;8630;222707;10
Groentemuseum 't Grom;2860;219559;10
Domein Bokrijk;3600;225701;10
Strandjutter;8430;219922;10
Taverne Seastar Terminal;8620;223464;10
Bezoekerscentrum Dru!f, huis van de tafeldruif;3090;222953;10
Snijders&Rockoxhuis;2000;302839;10
Restaurant Venitien;8370;226240;10
Belfort Foodbar;9000;212009;10
Executieplaats / Dodencellen;8970;221188;10
Toerisme Middelkerke;8430;219922;10
Wombat bij Corsendonk De Linde;2470;219430;10
Stadhuis van Mechelen;2800;211952;10
Restaurant Venitien;8370;229373;10
Dienst Toerisme Koksijde-Oostduinkerke;8670;229386;10
Toerisme De Panne;8660;228267;10
NAVIGO-Nationaal Visserijmuseum;8670;229377;10
Ravelingen - De Wandelaar;8400;222136;10
Maagdenhuismuseum;2000;211116;10
Sel Gris;8301;222996;10
Bezoekerscentrum Dru!f, huis van de tafeldruif;3090;222225;10
Bezoekerscentrum Dru!f, huis van de tafeldruif;3090;225386;10
Toerisme Knokke-Heist;8300;224287;10
Restaurant De Mirage;8660;221939;10
Restaurant - Tearoom De Markt;8620;225295;10
Infopunt Visit Blankenberge;8370;223963;10
Arentshuis;8000;211595;10
Kruidtuin;3000;211325;10
Rolstoelfietsen (Bocholt);3950;221913;10
Restaurant Venitien;8370;382345;10
Rozentuin Coloma;1600;229456;10
Poelcapelle British Cemetery;8920;226610;10
The Bluff;8902;225545;10
Amu;2300;219176;10
Sel Gris;8301;227206;10
Ons Margriet;2800;211333;10
Taverne On the Beach (Casino Middelkerke);8430;226357;10
Taverne Seastar Terminal;8620;229390;10
Onze-Lieve-Vrouwekerk;9200;229221;10
Serpentarium;8370;224672;10
Saint-Charles De Potyze;8900;221893;10
